id,created_time,message,sentiment
1667379153341975_151704575517729,2018-02-24T01:18:29+0000,What’s the ETA for a direct deposit showing up in my account that normally happens late Thursday night?,Negative
1667379153341975_1667507423329148,2018-02-23T22:08:56+0000,Left bbt 8 months ago went to Bank of America very satisfied glad I made the change I feel for ya worst bank ever,Positive
1667379153341975_1667536979992859,2018-02-23T22:45:46+0000,When will everything in the system be updated cuz how will we know if we’re able to take that money out or not,Positive
1667379153341975_151700338851486,2018-02-24T00:54:45+0000,"What good is it to stay opened later when you can't give us our balance,  cash our checks or deposit anything we bring in?",Positive
1667379153341975_1667499493329941,2018-02-23T21:58:41+0000,I just got back on the mobile app nothing is updated now it want let me get back inn this is past crazy,Neutral
1667379153341975_388790018259024,2018-02-24T15:47:08+0000,My money is finally deposited but I can’t get cash from the ATM. This is unacceptable. You’re really putting people in a bind <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1><ed><U+00A0><U+00BD><ed><U+00B8><U+00A1>,Positive
1667379153341975_1573415032778345,2018-02-24T02:27:30+0000,Why haven’t we been updated? It’s been five hours since the last one!  Please let us know what’s going on?,Neutral
1667379153341975_1667408913338999,2018-02-23T21:00:57+0000,"My paycheck is not in my account and I have bills to pay, why do I have my pay stub but my direct deposit isn’t showing up?  I was able to access the U app, but what good is it if my money is missing, I had a bill due today and now it’s going to be late, never had this problem with any bank in my life",Neutral
1667379153341975_871509336342882,2018-02-24T14:14:26+0000,"I find it very rude as soon as my online came up , y’all were quick to charge me a maintenance fee???? I feel they should be waived this month!!!!",Negative
1667379153341975_543628452686802,2018-02-24T03:58:54+0000,Still waiting on my tax return to post to my account. It was supposed to be deposited yesterday.... Still can’t get through to customer service either. Still have limited ability in using my debit card. I understand that things happen but I am starting to get pretty frustrated.,Neutral
1667379153341975_1667509209995636,2018-02-23T22:11:31+0000,My direct deposit that should've been paid today isn't showing any idea when it will come to my account now..and when I called my local branch (n reading rd Ephrata pa)the girl gave me attitude like it's my fault my paycheck isn't showing she wasn't helpful at all,Positive
1667379153341975_977123849130685,2018-02-24T02:49:02+0000,I live in Georgia and my direct deposit just posted so hopefully a lot of other people will get theirs soon!,Positive
1667379153341975_1667395740006983,2018-02-23T20:46:04+0000,So I was supposed to get paid this morning and have not yet and it doesn't show anything when will I get paid,Neutral
1667379153341975_1667393030007254,2018-02-23T20:42:11+0000,"These posts don't help us help me with my money. Deposit hasn't posted that was put in yesterday, I have to pay bills!!! Thankfully I keep cash on hand, or I'd really pissed <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1>",Positive
1667379153341975_243610732848540,2018-02-24T02:33:55+0000,My paycheck was deposited! I can see it on the app! Looks like everything is up to date for me and my boyfriend!,Positive
1667379153341975_1667393836673840,2018-02-23T20:43:14+0000,"If you all would just go to a branch and withdraw your money that will work. If you have $ in your account, not including direct deposit for today.",Positive
1667379153341975_1667409263338964,2018-02-23T21:01:21+0000,Mine nor my husbands paychecks went in last night nor are they showing pending...if they dont go in tonight then no groceries gas or food this weekend.,Positive
1667379153341975_543927305991108,2018-02-23T23:19:01+0000,This is the second time in a few weeks that there’s been a problem with at least this app being unavailable. I’m really wishing I’d just kept my money in my mattress.,Neutral
1667379153341975_543969272653578,2018-02-24T01:29:07+0000,people's direct deposits never posted today.  It's been 24 hours. I'll be closing my account tomorrow and going with a bank  that has it's act together.,Negative
1667379153341975_543978025986036,2018-02-24T01:55:38+0000,"Has anyone else been receiving a massive increase in spam emails since this started? I usually get a dozen emails total per day, and spam was rare. In the past 48 hours the wife and I are tossing 70 or so twice a day. This is nuts.",Positive
1667379153341975_1667380733341817,2018-02-23T20:30:55+0000,"Staying late on a weekend to get yelled at, you hiring?",Negative
1667379153341975_151704625517724,2018-02-24T01:18:54+0000,"Perhaps Roy Cooper,  Elizabeth Warren , or The U.S. Department of the Treasury could help us get answers.  Make Kelly King and BB&T tell us what's really going on and when the problem will be fixed.  It took 17 hours for them to tell us it was a hardware issue at a data center. 11 hours later we're still waiting for more information.  ""We're Sorry for the Inconvenience"" and ""Thank you for your patience"" are getting old.  People are having utilities cut off and can't pay bills or buy food and gas. BB&T, FB and Twitter posts aren't the best way to i""update"" your customers.  You send us spam emails all the time. For once, send an email that tells everyone exactly what is going on and when this will be fixed.  Stop keeping us in the dark!",Positive
1667379153341975_1667388930007664,2018-02-23T20:38:01+0000,I know y’all ganna   Finesse  y’all way outta paying all these late fees that what banks do legally rob people just deposit my money enough excuses,Neutral
1667379153341975_388689974935695,2018-02-24T11:47:26+0000,Cookie??? Sure if you don’t mind eating cookies that have been on a plate out in the lobby since 9am and you are trying to bank at 4:30pm. Go through the hassle and bank elsewhere.,Negative
1667379153341975_1667490006664223,2018-02-23T21:52:26+0000,"That 24 hours service number IS NOT WORKING it’s giving me the same answer, SAME LADY SAME VOICE RECORDING LIKE ALL YHE OTHER NUMBERS.",Positive
1667379153341975_543945095989329,2018-02-24T00:14:57+0000,Did Kim Jung Un hack my paycheck?  I was able to confirm through the phone service my direct deposit is scheduled to deposit today.  The account information on the website doesn't reflect this yet.,Positive
1667379153341975_1667422723337618,2018-02-23T21:15:34+0000,I had a million dollars in my account. Please put it back.,Neutral
1667379153341975_1667383240008233,2018-02-23T20:33:57+0000,Can y’all learn to communicate some other way besides social media? I have not received an email or phone call yet.,Positive
1667379153341975_543603442689303,2018-02-24T02:45:41+0000,Hey BB&T any idea when those of us that didnt receive  our direct deposit will have our funds available,Positive
1667379153341975_1667523036660920,2018-02-23T22:26:29+0000,When will my paycheck be processed?  My company uses BB&T for paying its employees.  Bills are payed automatically unless there is no money in my account.,Positive
1667379153341975_151705645517622,2018-02-24T01:23:07+0000,EVERYBODY CHECK YOUR ACCOUNT....MY DIRECT DEPOSIT JUST POSTED!!!!FINALLY!!,Positive
1667379153341975_1667391540007403,2018-02-23T20:40:43+0000,"It's okay BB&T, y'all will still have me as a satisfied customer regardless. I've been with y'all since day one and NEVER complained about your service. <U+2764>",Positive
1667379153341975_1667385223341368,2018-02-23T20:36:06+0000,"Dang it, BB&T... it's a good thing I'm poor & couldn't do anything today anyways. <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>",Positive
1667379153341975_1667537919992765,2018-02-23T22:47:04+0000,Poor college student here working FULL TIME and in nursing school FULL TIME! My power bill is due today and can’t pay it because my direct deposit is not in my account....my hard earned 80 hours of work is floating in BB&T land. An apology isn’t fixing the issue if I don’t have power. I can’t believe a company this huge can’t fix an issue like this promptly.,Positive
1667379153341975_1667395230007034,2018-02-23T20:45:25+0000,"Hey guys...check your account! I can finally see mine!!!

Good luck<ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BE><ed><U+00B4><U+009E>",Positive
1667379153341975_1667536556659568,2018-02-23T22:45:11+0000,My direct deposit hasn't posted yet are updated yet.but the phone service said it will be posted.phone service seems to be operating online is up and the mobile app is up just waiting on it to update.so that's a good sign they are getting back.,Positive
1667379153341975_1667396243340266,2018-02-23T20:46:40+0000,"That's it... Both my husband and my paychecks still haven't hit. My car payment was due today, are you going to buy me a new car if they decide to repo it? Are you going to pay the late fees on my gas and electric bills that were due today? I AM filing a report with the BBB and if my money isn't in my account by 5pm EST, I will be contacting the AG and looking into filing a civil suit regarding you withholding my money from me. #BBT #WHERESMYMONEY #FREEMYMONEY",Positive
1667379153341975_543971309320041,2018-02-24T01:34:27+0000,Everybody check your account. .Mine just showed up,Positive
1667379153341975_1667533336659890,2018-02-23T22:41:10+0000,"The first 2 words of this post are a lie.  How could you possibly understand what WE are going through???  There are still people in America who live paycheck to paycheck.  Well, when that paycheck fails to appear, how are WE supposed to pay bills that are due TODAY??  How are WE supposed to buy groceries TOMORROW when there is NO MONEY to buy them WITH???  Are WE supposed to tell the stores and creditors to go ahead and accept our payment with the understanding that OUR MONEY will be there EVENTUALLY???  Somehow I don't think that turd is going to flush.  And this crap about BB&T refunding late fees, interest and other charges is just that, crap.  Do YOU really UNDERSTAND how many customers and how much money YOU are going to cover???  I bet not.",Positive
1667379153341975_543962282654277,2018-02-24T01:06:52+0000,Ok BB&T your last update was 4 hours ago..... guess we are just left hanging,Neutral
1667379153341975_1667538559992701,2018-02-23T22:48:07+0000,WHEN ARE THE DIRECT DEPOSITS GOING TO HIT???,Negative
1667379153341975_1667382813341609,2018-02-23T20:33:27+0000,What about my money from my job from work ? I have bills that need to be paid,Positive
1667379153341975_1667381443341746,2018-02-23T20:31:46+0000,So what do I do when  my direct deposit hasn't cleared and I need the cash at 8am sat morning?,Positive
1667379153341975_1667405613339329,2018-02-23T20:57:09+0000,Please provide an estimated time for things to be operational again,Positive
1667379153341975_1667383503341540,2018-02-23T20:34:18+0000,What about the people that need there money today what about them,Neutral
1667379153341975_1667394590007098,2018-02-23T20:44:21+0000,And for people saying to go to the bank . The bank I'm my town is still completely down .,Neutral
1667379153341975_543931082657397,2018-02-23T23:29:57+0000,"Great job BB&T, I heard you guys made it to CNN<ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3>",Positive
1667379153341975_151681412186712,2018-02-23T23:29:38+0000,omg. I just got access to my account through the app<U+2764> what a relief!!,Positive
1667379153341975_151707675517419,2018-02-24T01:31:48+0000,MY DIRECT DEPOSIT IS FINALLY SHOWING ONLINE,Positive
1667379153341975_1667414813338409,2018-02-23T21:06:47+0000,"Lol. BBT you've really outdone yourself. And right in the middle of tax season, too. *whew*",Positive
1667379153341975_1667383850008172,2018-02-23T20:34:46+0000,The same BS y'all been saying all day.... But no actual time frame when to be fixed,Neutral
1667379153341975_151692045518982,2018-02-24T00:12:26+0000,"I think its time we go back to the sack under our mattress bank, its safer there.",Negative
1667379153341975_1667490416664182,2018-02-23T21:52:53+0000,People can’t access $ what are we supposed to do over the weekend?? This is NOT ok????,Negative
1667379153341975_1667410730005484,2018-02-23T21:03:07+0000,Great so we still haven’t gotten our paychecks and we are even madder!,Positive
1667379153341975_243615906181356,2018-02-24T02:57:23+0000,I really can't believe this is happening,Neutral
1667379153341975_543981415985697,2018-02-24T02:04:49+0000,STILL NO RECENT DEPOSOTS IN MY ACCOUNT?? SOME ARE GETTING THERES. I HAVE NOT<ed><U+00A0><U+00BD><ed><U+00B8><U+00A0>,Negative
1667379153341975_1667508846662339,2018-02-23T22:11:01+0000,"It’s Crazy how everything went down when everyone’s tax returns, direct deposits hit the accounts<ed><U+00A0><U+00BE><ed><U+00B4><U+0094>",Negative
1667379153341975_1667426076670616,2018-02-23T21:19:38+0000,Wow... well BBT Hamburg Lexington KY didn't get that memo!  They locked the door at 4:01 pm!!!,Positive
1667379153341975_1667384080008149,2018-02-23T20:34:59+0000,Seriously just get me my paycheck. I don’t care about anything else.,Neutral
1667379153341975_2115041395187637,2018-02-24T02:16:55+0000,Just checked my account. My direct deposit finally went through. Thank You.,Positive
1667379153341975_430868160660459,2018-03-15T05:53:10+0000,"Report this BS company!!!!! 

https://federalreserveconsumerhelp.gov/about/consumer-complaint.cfm

Report!!!!! If no one does, people like us will continue to suffer. I’m done playing this game with them.",Neutral
1667379153341975_543938019323370,2018-02-23T23:54:31+0000,Now its the weekend and people have no money for 4+ days.,Positive
1667379153341975_1667407703339120,2018-02-23T20:59:15+0000,You can help me by posting my direct deposit to my account!!!!,Positive
1667379153341975_543979292652576,2018-02-24T02:00:08+0000,Thank you BB&T for all your hard work to get this resolved!!,Positive
1667379153341975_871476953012787,2018-02-24T13:37:03+0000,"My card was ""not authorized"" at a local grocery store this morning and plenty of money in the account. This is serious when it is our only bank and form of payment. Hoping the problem is solved quickly!!",Negative
1667379153341975_151701335518053,2018-02-24T01:00:25+0000,"What happens if I don’t see my direct deposit? Will it be rejected? If so, y’all need to add money on top of that because this is seriously the most ridiculous thing I have EVER dealt with. My fiancé and I will be CLOSING our accounts and going elsewhere. I have never seen this happen from Bank of America, PNC, or Suntrust.",Negative
1667379153341975_151691492185704,2018-02-24T00:09:57+0000,What about our direct deposits that never came through???,Negative
1667379153341975_151701955517991,2018-02-24T01:03:49+0000,Ugh... I knew I should have put my money in bitcoin.,Neutral
1667379153341975_151700878851432,2018-02-24T00:58:10+0000,Ommmmm where is my direct deposit? Should have gotten paid today.,Neutral
1667379153341975_151691762185677,2018-02-24T00:11:03+0000,Everyone charge bbt 36 dollars a day until you get access to your money,Positive
1667379153341975_1667400643339826,2018-02-23T20:52:10+0000,"Today is my payday! I can't use my card at all! I can't get gas,grocery..nothing! Please fix this Assp!! Bb&t",Neutral
1667379153341975_1667386830007874,2018-02-23T20:37:16+0000,When will mobile banking be running again? This is not answering our questions.,Neutral
1667379153341975_1667382026675021,2018-02-23T20:32:27+0000,I’m not even your customer my company does direct deposit through you Already have overdraft fees,Positive
1667379153341975_1667384776674746,2018-02-23T20:35:43+0000,"Yeah, everything seems square now except my direct deposited paycheck hasn't posted yet.",Neutral
1667379153341975_151707508850769,2018-02-24T01:30:58+0000,MY DIRECT DEPOSIT IS NOW THERE..CHECK ONLINE PEOPLE,Neutral
1667379153341975_1667420163337874,2018-02-23T21:12:36+0000,Still no answers of when direct deposits will be posted. .....And it's a weekend. Smh,Positive
1667379153341975_1667399503339940,2018-02-23T20:50:49+0000,What!! Monday! I cant wait that long!! This is ridiculous! <ed><U+00A0><U+00BD><ed><U+00B8><U+00A0><ed><U+00A0><U+00BD><ed><U+00B8><U+00A0><ed><U+00A0><U+00BD><ed><U+00B8><U+00A0><ed><U+00A0><U+00BD><ed><U+00B8><U+00A0><ed><U+00A0><U+00BD><ed><U+00B8><U+00A0>,Negative
1667379153341975_1667503716662852,2018-02-23T22:03:50+0000,When is our direct deposits gonna be available??,Positive
1667379153341975_1667403090006248,2018-02-23T20:54:26+0000,I still cant see pending deposit. Dear Lord please i got bills due,Positive
1667379153341975_1667538713326019,2018-02-23T22:48:16+0000,So which pissed off employee did this before they quit,Negative
1667379153341975_1667539683325922,2018-02-23T22:49:41+0000,"Where is my money ?
Will be filing a complaint with the BBB",Positive
1667379153341975_1667471299999427,2018-02-23T21:40:56+0000,That’s doesn’t help us because of the system being down they CANT do anything!!!!!,Neutral
1667379153341975_1667390200007537,2018-02-23T20:38:56+0000,How does a bank not have a back-up system?,Negative
1667379153341975_1667512316661992,2018-02-23T22:15:54+0000,"Banks are closed. So still no money . This,is crazy",Negative
1667379153341975_151706145517572,2018-02-24T01:25:14+0000,"Straight BS. Once again the bank systems were down since YESTERDAY. And I had to call to find out for MYSELF.Thank God I did, and didn't try to withdraw or use the funds One as expecting from two deposits this am. How about BBT pays all of US for interest on our own money. $100 per bank account. For all the aggravation.
This is the worst bank I've ever dealt with. I've only been banking  with since the end of last year. Hidden fees, and your stupid system opted me out when I signed  up for opt in. I will most likely take my money elsewhere.",Negative
1667379153341975_243618126181134,2018-02-24T03:06:26+0000,Anybody direct deposit hit yet in va?,Negative
1667379153341975_543956322654873,2018-02-24T00:49:05+0000,We need our money so when is it going to be foxed,Neutral
1667379153341975_1667385403341350,2018-02-23T20:36:17+0000,yes...when are direct deposits going in..they should already be there,Neutral
1667379153341975_1667485589997998,2018-02-23T21:47:06+0000,"https://ask.fdic.gov/FDICCustomerAssistanceForm/

Use this link to post an official complaint to the FDIC.",Negative
1667379153341975_1667393523340538,2018-02-23T20:42:51+0000,BB&T does this include loan officers or only tellers?? I need to close my loan,Negative
1667379153341975_871469639680185,2018-02-24T13:17:48+0000,SO BB&T WHERE ARE YOU OPEN ON SATURDAY?,Positive
1667379153341975_1667523263327564,2018-02-23T22:26:49+0000,An hour.!!!.how about all night til the issue is fixed .. we want our $$ not your words,Negative
1667379153341975_1667394983340392,2018-02-23T20:45:03+0000,So I can view my account online? What I can't view is my direct deposit that should be there! <ed><U+00A0><U+00BD><ed><U+00B8><U+00A4>,Neutral
1667379153341975_543609282688719,2018-02-24T03:05:04+0000,I smell a class action lawsuit brewing. I’m just saying.,Neutral
1667379153341975_543935012657004,2018-02-23T23:44:11+0000,I was just able to login to my online account & all looks good.,Positive
1667379153341975_350694955409727,2018-02-24T14:23:17+0000,I hope it gets fixed soon  thanx for all the hard work  I still love my bank,Positive
1667379153341975_151703772184476,2018-02-24T01:14:11+0000,Sure as hell glad I have TD bank. Hope y’all all change ur bank as soon as y’all can. God speed.,Positive
1667379153341975_1667442093335681,2018-02-23T21:30:49+0000,Finally can sign in. Be nice if my husband's paycheck could actually show up so can pay bills.,Positive
1667379153341975_1667402226673001,2018-02-23T20:53:44+0000,The Russians hacked their system and caused all this. I heard them talking about it at the branch.,Neutral
1667379153341975_243612759515004,2018-02-24T02:43:02+0000,My direct deposit just hit my account . now time to wipe it clean into my new bank lol,Positive
1667379153341975_1667455190001038,2018-02-23T21:35:08+0000,I'll say it until Everyone figures it out....They've been hacked,Negative
1667379153341975_543639899352324,2018-02-24T04:39:10+0000,My son direct deposit finally came through he literally just checked it,Positive
1667379153341975_1667541859992371,2018-02-23T22:52:23+0000,how does stay open help me with utilizing my money...?,Positive
1667379153341975_1667500459996511,2018-02-23T21:59:56+0000,What about direct deposits that where supposed to be today?,Neutral
1667379153341975_1667397443340146,2018-02-23T20:48:12+0000,Just saw where a bank manager told her it won't be back up and running till Monday. Smh,Positive
1667379153341975_543969022653603,2018-02-24T01:28:30+0000,Finally can see my direct deposit has posted. Can’t wait to close my account with BB&T on Monday!,Negative
1667379153341975_1667429590003598,2018-02-23T21:23:49+0000,“We are deeply sorry for this inconvenience”  then give us our money.  It’s just as simple as that.,Positive
1667379153341975_151686352186218,2018-02-23T23:53:10+0000,"Can you open at 630am Monday, so I can cancel my account?",Neutral
1667379153341975_151694888852031,2018-02-24T00:23:32+0000,Where the hell are our paychecks bbt? We want answers now please ?,Negative
1667379153341975_1667543973325493,2018-02-23T22:55:50+0000,Idk. Our checks better be in there when this issue is fixed. This is ridiculous. Getting pissed now,Negative
1667379153341975_1667402666672957,2018-02-23T20:53:58+0000,Tried using the 800 number my deposit for today isn’t showing up yet or even pending I hope this comes posts today if not I hope you cover any overdraft 35.00 fees that may come from this !!!!,Positive
1667379153341975_1667394123340478,2018-02-23T20:43:37+0000,"I was able to get in via the website. Debits haven’t posted, but credits have.",Positive
1667379153341975_871502199676929,2018-02-24T14:06:03+0000,Saturday morning and debit cards are once again NOT working. Get it together,Neutral
1667379153341975_1667410653338825,2018-02-23T21:02:59+0000,Best part of this— they are not paying their employees overtime! Bravo BB&T. Bravo <ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>,Positive
1667379153341975_1667385380008019,2018-02-23T20:36:16+0000,My card was declined. Even though I have the funds for the transaction..,Positive
1667379153341975_543645372685110,2018-02-24T04:52:34+0000,Systems seem to be balancing out now.,Neutral
1667379153341975_543610306021950,2018-02-24T03:08:19+0000,My husband direct deposit just showed up!!!!,Positive
1667379153341975_543936659323506,2018-02-23T23:49:22+0000,"Direct deposit still hasn't posted... car payment is officially late. Will you be contacting my auto finance company and the credit bureaus so that my credit isn't affected. This is more than an issue of overdraft fees or internal fees. 

I'm being charged a late fee from my car finance company. Are you going to pay that? Will you repair my good name that's  now ruined with them after a year of on time payments? How about keeping the credit bureaus from dropping my credit score?",Positive
1667379153341975_1667396063340284,2018-02-23T20:46:28+0000,Well guess I’m not making a payment on my credit card to y’all... I’m about to go and withdraw all my money from you guys,Neutral
1667379153341975_543953555988483,2018-02-24T00:40:35+0000,Is this why my money still says pending and hasn't gone into my account yet?,Positive
1667379153341975_151694228852097,2018-02-24T00:19:56+0000,I'm leaving bbt. As soon as this is fixed I'm gone.,Neutral
1667379153341975_1667391993340691,2018-02-23T20:41:15+0000,I can't get on the app wth,Neutral
1667379153341975_151691715519015,2018-02-24T00:10:51+0000,BB&T when do you think direct deposits will go in?,Positive
1667379153341975_543932422657263,2018-02-23T23:34:30+0000,Can you gives up an update before you decided to leave because my money STILL isn’t in my account.,Neutral
1667379153341975_1667525836660640,2018-02-23T22:30:34+0000,When are direct deposits expected to go to our accounts that were supposed to be in today?,Neutral
1667379153341975_1667532216660002,2018-02-23T22:39:58+0000,So did anyone’s direct deposits go in? Mine hasnt,Neutral
1667379153341975_1667385553341335,2018-02-23T20:36:27+0000,Leaving the employees on the firing line an extra hour <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>,Positive
1667379153341975_543967715987067,2018-02-24T01:24:36+0000,My husband's paycheck via DD FINALLY POSTED JUST NOW! So glad!!!!!,Positive
1667379153341975_1667392416673982,2018-02-23T20:41:43+0000,What the heck is happening with deposits made YESTERDAY. This is insane!!,Negative
1667379153341975_545052079227366,2018-02-25T15:33:28+0000,Thank you BB and T for working on this situation.,Positive
1667379153341975_939956736160328,2018-02-24T02:02:31+0000,I finally see my direct deposit.  Thank you!!,Positive
1667379153341975_1667409023338988,2018-02-23T21:01:02+0000,Really?!? Have cash on hand.  Then when the magnetic wave comes it won’t impact you,Positive
1667379153341975_977116219131448,2018-02-24T02:32:17+0000,None of my deposits from yesterday or today are showing. I am showing just a few dollars in my account and several bills are coming out.  Oh my goodness my account is going to be a mess just like so many others. <ed><U+00A0><U+00BD><ed><U+00B8><U+0095><ed><U+00A0><U+00BD><ed><U+00B8><U+0090><ed><U+00A0><U+00BD><ed><U+00B8><U+009E>,Positive
1667379153341975_543935085990330,2018-02-23T23:44:25+0000,"I'm sure the poor, underpaid, understaffed branch employees appreciate the mandatory overtime.",Neutral
1667379153341975_543947779322394,2018-02-24T00:23:35+0000,Still no money deposited.....this is bs.,Neutral
1667379153341975_543938149323357,2018-02-23T23:54:58+0000,It’s now 7pm and I still don’t have access to my money. Any updates?,Positive
1667379153341975_1667438203336070,2018-02-23T21:29:37+0000,I’m more frustrated with myself for not switching banks along time ago .,Negative
1667379153341975_151709342183919,2018-02-24T01:39:36+0000,Just checked my app again. My direct deposit is showing. Whew!,Positive
1667379153341975_543955129321659,2018-02-24T00:45:20+0000,Man. You guys lost a lot of customers today.,Negative
1667379153341975_543927822657723,2018-02-23T23:20:41+0000,Complete BS I’ve been on hold for over 30min waiting to talk to someone.,Neutral
1667379153341975_1667558713324019,2018-02-23T23:15:24+0000,The app loads fine now but the money is still not there,Positive
1667379153341975_151712162183637,2018-02-24T01:52:04+0000,How the heck was this company's stock UP today??!,Negative
1667379153341975_543957152654790,2018-02-24T00:51:54+0000,Still waiting on my direct deposit...,Neutral
1667379153341975_151686302186223,2018-02-23T23:52:58+0000,So would the 35.00 over draft fees be canceled cause of this ? I had to get groceries for my home,Neutral
1667379153341975_243616286181318,2018-02-24T02:58:32+0000,BB&T when will direct deposit hit my account?,Neutral
1667379153341975_1667493856663838,2018-02-23T21:53:42+0000,Just fix it already so I can move my money somewhere and close the account.,Positive
1667379153341975_977134882462915,2018-02-24T03:05:58+0000,My direct deposits for today are finally showing.,Positive
1667379153341975_151714122183441,2018-02-24T02:01:55+0000,I just received my paycheck in my account!! Bout freaking time!!,Neutral
1667379153341975_543971245986714,2018-02-24T01:34:20+0000,Yea seem to be working now I see my direct deposit now,Positive
1667379153341975_1667538699992687,2018-02-23T22:48:15+0000,Im changing banks as soon as this is ova,Neutral
1667379153341975_1667395366673687,2018-02-23T20:45:37+0000,Online banking is back up for me in Virginia.,Neutral
1667379153341975_243620179514262,2018-02-24T03:14:55+0000,Finally . Let me go to the atm and get as much as I can out just incase y'all break down again over the weekend.,Negative
1667379153341975_243631759513104,2018-02-24T04:02:18+0000,It must be nice being a BB&T employee and being able to go home paid<ed><U+00A0><U+00BE><ed><U+00B4><U+00B7><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE><U+200D><U+2642><U+FE0F>,Positive
1667379153341975_1667524376660786,2018-02-23T22:28:37+0000,I’m already on my way out. I’ve opened another bank account elsewhere. Sucks I haven’t got my hard earn paycheck yet,Negative
1667379153341975_1667397713340119,2018-02-23T20:48:27+0000,The app still isn’t working,Positive
1667379153341975_543650492684598,2018-02-24T04:58:27+0000,See you Saturday Morning. I am closing my accounts...I hope you have cash in the bank....,Positive
1667379153341975_243615672848046,2018-02-24T02:56:17+0000,I just got mt direct deposit.  It was $800 higher than it was suppose to be.  Sweet,Positive
1667379153341975_1667512096662014,2018-02-23T22:15:40+0000,Are you kidding me?  We demand your financial centers to remain open 24 hours a day.,Negative
1667379153341975_543969135986925,2018-02-24T01:28:59+0000,"Logged in, direct deposit is showing, all transactions seem to be correct and complete here.",Positive
1667379153341975_1667392940007263,2018-02-23T20:42:07+0000,"I've made a complaint with CFPB and BBT responds with ""I'm not a good customer experience "" nope I'm not",Negative
1667379153341975_1667402060006351,2018-02-23T20:53:35+0000,Didn't even realize banking was down,Neutral
1667379153341975_1667385463341344,2018-02-23T20:36:22+0000,"To have made it more convenient, ALL the branches should have been OPEN on Saturday. Don't you think?",Positive
1667379153341975_1667419370004620,2018-02-23T21:11:42+0000,I believe that whomever is sending the direct deposit has to send it again due to it being rejected.,Negative
1667379153341975_350799625399260,2018-02-24T19:54:49+0000,Robot:  when will payrolls drop?  Thanks for screwing my wknd plans <ed><U+00A0><U+00BE><ed><U+00B4><U+00A8><ed><U+00A0><U+00BD><ed><U+00B8><U+0092>,Positive
1667379153341975_1667394440007113,2018-02-23T20:44:10+0000,This just adds to the comedy of errors I have experienced with BB&T over the last 6-8 months.,Neutral
1667379153341975_1985241505072277,2018-02-24T14:44:37+0000,I tried to make a deposit via ATM today and It is still not working <ed><U+00A0><U+00BD><ed><U+00B8><U+009E>,Neutral
1667379153341975_1667509439995613,2018-02-23T22:11:45+0000,"It would be nice to be able to transfer money by calling phone 24, but it’s telling me I cannot.",Positive
1667379153341975_243622299514050,2018-02-24T03:22:32+0000,This is a Heck of a Way to find out <ed><U+00A0><U+00BE><ed><U+00B4><U+0094><ed><U+00A0><U+00BE><ed><U+00B4><U+0094>,Negative
1667379153341975_1667413363338554,2018-02-23T21:05:29+0000,"Hope you are forgiving and over look if I’m late on my next mortgage payment to you, BB&T!!",Neutral
1667379153341975_2115049998520110,2018-02-24T02:24:53+0000,Well on a good note... The stock markets up lol...,Positive
1667379153341975_151703865517800,2018-02-24T01:14:34+0000,Yea I changed this morning,Neutral
1667379153341975_2115040838521026,2018-02-24T02:16:23+0000,How about a real update with what’s going on?  Come clean already.  Hacked!!!,Positive
1667379153341975_165827874139402,2018-02-24T06:01:54+0000,I’m glad it’s been almost 12 hours an nothing update!!!! This is UNACCEPTABLE.,Neutral
1667379153341975_543927472657758,2018-02-23T23:19:35+0000,"As if the local branches have any answers. Seriously, what do you think this is going to solve?",Negative
1667379153341975_1667541719992385,2018-02-23T22:52:12+0000,Finally get on the app just now but no money--last item showing is from yesterday afternoon,Positive
1667379153341975_1667417290004828,2018-02-23T21:09:30+0000,Should also waive monthly maintenance fees for our accounts.,Neutral
1667379153341975_1667558339990723,2018-02-23T23:14:50+0000,Staying open til 7? Not a single SOB better leave before we get our money!,Positive
1667379153341975_1667503179996239,2018-02-23T22:03:07+0000,When will direct deposits be available,Positive
1667379153341975_917873941670984,2018-02-24T10:10:57+0000,No update since 3:30 pm yesterday and no ETA on direct deposits? Unacceptable. #givememymoney,Negative
1667379153341975_1667520009994556,2018-02-23T22:23:22+0000,Totally unacceptable BB&T! Where’s my paycheck?,Negative
1667379153341975_1667407976672426,2018-02-23T20:59:34+0000,This isn't the 1st time this has happened.,Neutral
1667379153341975_148581302475801,2018-02-28T00:28:58+0000,We still haven’t received a “lost” deposit of over $1K. This is very frustrating.,Negative
