"text","emotion","polarity"
"oday is the last straw every encounter i have had with bbt customer service does not end well because they truly do not care about the customer or the problems this bank causes for everyone im sure most banks are this way but having to experience this foryears truly opened my eyes at how little they care to helpin overdraft fees for less thandollars in purchases which they conveniently hold as pending until they can charge an overdraft rules they make up on the fly regarding charges needless to say this has not been the first time i have had such issues waiting to do a check returneven though sufficient funds were in the bank they bounced my check anyway for acar payment causing a lot of problems i dont need this stress and simply trying to do everything right by the book but continually get screwed over for staying with this bank i repeatdo not open an account with this bank they are taught nothing more than to scam their customers for as much money as they can get out of you im sure they will argue to the death otherwise but the facts will speak for themselves all one has to do is read other reviews on here to verify the issues i haveview more","joy","negative"
"oni went to the bbt atmt zion rd morrow gaand went to the atm i inserted my card entered the pin selected deposit and insertedwhich the machine took and it just kept saying processing transaction for five minutes and would not give me a receipt or allow me to cancel the transaction i went into the branch to notify brendenand aliciathe machine was broken and took my cash alicia checked the atm machine and it would not work only saying transaction processing they called customer service and made a claims ticketand they advised me that bbt does not control or manage the atms that brinks services the atm machines and they have nothing to do with the atms i was told brinks would come out onto service the atm to locate my cash and then told it will be fridayi called bank customer service because i have bills to pay and was told to call the fraud deptand i just got the message to hold and the first available agent would get with me forminutes my bbt bank representative called the fraud dept for me and also had to wait anotherminutes too and was told they normally takedays but may get to my claim onso i may get provisional credit byplease be advised do not use bbt atms for deposits as they have serious problems with their old equipment that is poorly serviced by brinks securityview more","sadness","negative"
"i would never recommend this bank the way transactions are posted after a weekend is very questionable i withdrew money on saturday and sunday each time my balance went down come monday i amoverdrawn on my account each withdrawal i madetotal included aoverdraft fee two of the transactions were foreachfor a candy bar twice i got charged thesewithdrawals had already been deducted from my balance a transaction came in on monday which my banker said caused account to overdraw which funds for my purchases had already been deducted prior to the overdraft a bunch of crooks i will be closing my account immediately do not do business with this bank","joy","negative"
"fortoperiod bbt activities there was service charge for any account my argument when i signed contract with citibank my accounts were set up with no service charges during this period bbt abided the contract i had signed with citibank atmy request i made request to transfer all money from my business money rate savings account to business valuechecking account and close business money rate savings account bbt activities the clerk didnt do it and left the account open withalthough he told me the account was closed my argument why the clerk didnt tell me the truth whether that was intentionally or just mistakefromtoperiod bbt activities there was a cash management online service chargefrom my business valuechecking account my argument i never set up cash management online service with bbt and even dont know that i have this service with bbt bbt never tells me either by phone or letter anything about this service onmy request i noticed that my business money rate savings account had not been closed as i requested ati asked clerk to close my account bbt activities again the clerk said my account was closed but actually left open withmy argument i really dont know this is bbt system issue or clerk issuefromtoperiod bbt activities there were cash management online service chargesfrom my business valuechecking account each month there were cash management online business banking service chargesfrom my business money rate savings account which hadeach month there were cash management online cd account maintain service chargesfrom my business money rate savings account which hadeach month my argument in these three months period bbt added two other charges to my business money rate savings account cash management online business banking and cash management online cd account maintain which i never get noticed and bbt charged me cash management online cd account maintain even i dont have any cd accountfromtoperiod bbt activities there were cash management on service chargesfrom my business valuechecking account each month there were cash management online cd account maintain service chargesfrom my business valuechecking account each month there were cash management online business banking service chargesfrom my business money rate savings account which hadeach month there were cash management online cd account maintain service chargesfrom my business money rate savings account which hadeach monthmy argument in these three months period bbt added one more charge to my business valuechecking account cash management online cd account maintain which i never get noticed and even i dont have any cd accountthe keys cash management online service with bbt i never get notice that i have bbt cash management online service associated with my accounts i never get notice that bbt cash management online service has fee associated with it bbt charged me totalfor nothing bbt cash management online service charge changes without notice and agreement at first eight months the service charge wasmonthly then the following three month the service charge becamemonthly and then following three month the service charge becamemonthlythere was no notice or explanation why these service charges keep on increasing i dont have any cd account why there were service charges for cash management online cd account maintain bbt put charge on the account i even dont have bbt charged me totalper month from my business money rate savings but the money was deducted from my business valuecheckingbbt customer services after found these unauthorized charges i went to bbt branch at houston downtown and talked with ericbut i was told bbt can only refund mei want to know why bbt decided to refund meand why bbt decided why not to refund me rest ofwhats the underlying reason for bbts decision when i asked for any document about the service charges on my account mremailed me fee disclosure on september thwhich should sent to me on before the first day of bbt took citi customer accountsthe fee disclosure mrsent me doesnt indicate the charges applied to my account after i found these issues and want to discuss with mrhe refused to talk with me about the detail and told me that he can only refund metake it or not after numerous arguments with mrand his manager andrewthey agreed to refund mebut still held myfor no reasonview more","joy","neutral"
"i was charged an overdraft fee for non sufficient funds when i had sufficient funds in the bank i made a cash deposit ofand a check deposit ofonthere was a debit from ains prem unitedlbs forcharged to my account onthe bank charged me an nsf overdraft fee ofstating your account had insufficient funds to pay one items bbt paid the following items ains prem unitedlbson my complaint is that i was charged an overdraft fee ofafter i depositedinto my account before a charge ofwas debited on my account my online statement indicate that all these transactions took place on the same daythereforeis more than sufficient to cover acharge i feel i have been taken advantage of by bbt through their nsf overdraft policies it is unethical and unfair practices to charge me for not having sufficient funds in the bank when their online documents show that i indeed had sufficient funds to cover the transaction in question i would like theoverdraft returned or reimbursed to me and this unethical and unfair practice be abolishedview more","joy","negative"
"i have banked with this company for years and it gets worse and worse all the time they have continually screwed up accounts and have shown payments in their system that were set up on an auto pay from my accounts days later they will call and tell me they are calling from collections because no payment was made all i get over the phone is gibberish i have closed all my accounts and will refi so i no longer have to deal with this incompetent company","sadness","negative"
"have been a customer with bbt overyears now i have several accounts including merchant i have my business and my home with them my business slowed for a month first time in years i didnt have a high balance i went to cash a check for several thousand from a huge company with references they put a seven day hold on it that is bs i need the cash in my account now they wont help at all even we know people there stay away from them","anger","neutral"
"ive been with this bank for years now its gone throughdifferent ownersfedthennational penn and now itsbbt and in each different time they screwed up in each and every accts ive gone through to many different accts with the bank to keep count on how many times they messed up i had just about enough they breach my contract and said it was my fault and now imin the negative ive tried talking to them and they refuse to call me back they are avoiding me and they cant seem to account for the rest of my money please dont get fooled by this bank whatsoever they are irresponsible they play around with your money your credit and your life and dont want to own up to their faults and its not fair to me or my child","joy","negative"
"y bank was purchased by bbt my pension check is direct deposited into my savings at the end of the month that day i usually go to the bank and withdraw some money from savings i deposit some of it into checking and bring some cash home when bbt took over i noticed once i got home that my checking account receipt only showedincrease when i had deposited much more than that i went back to the bank to ask why i was told it had been entered as a check and the balance would show up the next day i asked how could this be if i withdrew cash from savings and wrote the slip up as a cash deposit why would you consider this a check i was told i needed to tell the teller i want to transfer fundsthis month i went to the bank again had written up a withdrawal slip and again a cash deposit slip for checking the teller did a transfer and a withdrawal she transferred the correct amount but the withdrew the cash i needed from the checking account since i had a receipt showing the transfer of funds and the cash i had requested i did not realize she had taken the cash from the wrong account until i got home bbt does not offer transfer slips they just want you to tell them how much to transfer that gives you no paper trail what if some teller puts in the wrong account number and transfers your funds without your knowledge i really do not like not having my signature for actions they takei also had a home equity loan with the previous bank which bbt now has my payment has always been deducted from my checking account each month any month i felt i was doing well financially i would go online and transfer somewhere betweenandonto the principal bbt counts this as your next months payment and then the next month will not deduct your regular payment because i have tried to pay extra on principal i am now several months ahead in payments now if i do not go online and make the monthly payment each i will never get ahead i signed up for automatic monthly withdrawal of payment so i would not have to do this i think they found a loophole they could use to avoid losing the interest payments when a loan gets paid off earlyview more","joy","neutral"
"usually dont leave reviews or complaints for a company unless i know i was getting taken advantage of or something wasnt done right directly affecting my daytoday living its quite seldom these days as they would get fixed appropriately and promptly i am absolutely appalled by the lack of concern and care for my particular issue at my local bbt banking branchthe fact that i have to report a complaint on the better business bureau website is indicative of me at my wits end with this banki went to the closest bbt near my house in the early morning of sunday it was aboutam and had exactlydollars in hand to make and initiate a cash deposit i went to make a cash deposit at this locationtramore pointe pkwy austell gareason being i needed to pay a bill that has automatic payments set up for me on a certain day of the month and it so happened to be the next day granted my deposits usually clear on the same day or following day so i immediately knew that it would have been taken out automatically and paid on time like i did the previoustimes without any issuescontinued i put the cash into the atm and it spit it out the first time in my mind i am thinking that i would need to straighten out the bills in order for the machine to read it and accept and credit me the moneyit didnt anyone knows based on experience if a machine spits out a wad of bills you fix them and reenter them into the machine so it can read the money properly and initiate a deposit after doing the aforementioned i was not credited my money and i was left speechless there was no out of order message on the atm machine nothing told me that the atm couldnt take any cash deposits all it said that it couldnt process your transaction and went back to the intro screen there was no receipt given to me either with a shocked look on my face i sat there in my car confused forminutes as i couldnt believe this just happened to me yes i sat at the machine forminutes after it happened trying to figure what happened with the limited support hours with this bank i found out that i had to wait untilam to call customer support anxiously waiting all they did was put notes on my account until i go into the branch where this happened great just greatmonday comesfull day post incident and i received the same runaround with the bank branch employees does anyone at bbt not know how to handle these situations its bound to happen to someone sooner or later i was told i will have to wait until they have someone count the overage i was also told that the turnaround for incidents like this isdaysdays later and still nothing no answers whats astonishing is the fact that they didnt even give me credit to pay my bill that has automatic payments set up i think this is the main reason why i am upset with this bankany other bank chase bofa would have gave me temporary credit while an investigation is going on i must incur overdraft return charges and be late on my bills through automatic payment because of the banks atm machine that ate my money no they proceeded to tell me they couldnt confirm if i actually deposited my money of course you cant confirm it the atm machine ate my money without a trace how about you find the logs and pull the security cameras to verify what i am saying now i have returned item overdraft charges on my account that needs to be refunded right nowwhy should they give me credit you might ask they should because it is their atm at that branch that took my money and didnt credit me there was no prompt saying that it wasnt taking any cash deposits nor any out of order alerts i returned today for answers and all they told me is that i have to wait until friday to see if i can get my money back if its when not if i want my money right now this is highly unacceptableview more","joy","neutral"
"y husband has been out of work for overweeks now and we are already fighting with cigna his short term disability carrier now bbt has held up his loan check from his k for overdays and will not release any of it to us because they can after call and asking why it was not released on the date they said a week ago well it will be at midnight so i guess it is technically the th day do not worry bbt as soon as it clears i am closing the account and making sure everyone knows how you help out your sick and disabled customers","disgust","negative"
"received a check for a job i deposit it in my account the next thing i know that its a fraud so now the bank has froze my account and sent checks back to water company and electric company saying insufficient funds mind u i had my own money that would cover them checks now i cannot touch it till they resolved this with the other check i gave my bank the emails and texts from the guy who was supposed to have me paint his apartment now ive got to find the money to pay my electric and water also pay adollars on each check and the banks charging medollarsi had the money in there to cover my bills before i even deposit that cashiers check how was i to know it was bad and i didnt get any of that money i just deposit where my money at and why cannot i use it it was cash that i put in my account something needs to be done with bbt when i talked to the fraud department mike said he was not going to release my money didnt care if i was banking there for a hundred years thats not how you help a customer so now im broke and no work coming in and cannot get whats mineview more","sadness","negative"
"bt has stolen almostdollars from my account i know what teller did it forged my signature and how it was done i need legal counsel i have all proof and verification i have been interviewed by the bank detective and he was very degrading practically accusing me of lying they have two bank tellers there that swear i came into the bank after surgery and under medication and signed my name to the check and that is why the handwriting does not match i have not had surgery and if i did the bank is the last place i would go and the last people i would discuss it withi feel i should have my money as it isnt theirs i also feel i have a right to sue as this has brought up my ptsd my gerd is so bad i have to sleep in a recliner so that i am not laying flat luckily i have not needed these funds for bills or i would be screwed i am just the little guy here and i need help from those who know what they are doing the detective for the bank is already telling me my case is not credible he says i have lied he says the case is not going to turn out as i plan this is mental abuse please please please helpview more","disgust","negative"
"ive banked with bbt for years and lately i have gotten nothing but problems from them and to top things today was my first time depositing a check via mobile app its friday and its telling me my funds wont clear until tuesday and i could have taken it to an atm and had my funds first thing tomorrow this is truly an inconvenience how is this mobile app suppose to make life more simple and easier when their holding funds for so long clearly other bank facilities release part of the funds the same day with the mobile deposit but bbt does none and it waits until after youve submitted to tell you the release date i will be leaving to go to another bank because this is ridiculous","surprise","negative"
"my husbandi have a account with bbt in maryland we woke up today in disbelief our account wasnegative which was not possible weve never had a negative and watch our account everyday and get email updates long story short they told us transactions made from the thth are just now coming out over a week later when we made those transactions they came out of the account so where is my money at we called supervisors and they hung up on us overis missing and nobody is explaining closing account today","sadness","negative"
"i contacted bbt to inquire about getting my pmi insurance discontinued i was told by the agent that i was onlyaway from therequired to have it removed i was sent the information on how to do this i paid them to have the appraisal done it came in atthey sent me a letter stating it had to be atand were not going to remove it i explained that i only went through the process and paid the fee because the agent told me it was onlyi felt they should refund me the amount i paid to have the appraisal after about two weeks i received a call from them stating that they would not refund me because in the info i was sent it stated that if the loan was less thanyears it would beyes i should have read more of the small print and had a lawyer look it over but the point is the agent gave me bad info and they admitted that they are the experts not me they were unwilling to back up what their agents tell you this is just a poor way to treat your account holders i even explained that i would be refinancing and taking my mortgage elsewhere and they did not really care theappraisal fee was more important that well overin interest they would be getting over the life of the loan so not only do they not care about their employees customers but whoever made this bonehead decision is not looking out for the best interest of the company isworthhmmmview more","joy","neutral"
"bbt is the worst bank i pay my bills i have money in my account the bill being paid is trying to come out and then they charge medollars for a return fee every month they do this they are stealing and lying all the time","joy","negative"
"i opened a checking account a little over a month ago and finally set up direct deposit receiving my first deposit today septemberafter speaking with a customer service representative verifying that they had my correct address to mail me my bank card and also to reassure i could get a temporary card at my nearest branch until i would receive my permanent card feeling confident i would receive a temp card as well as make a withdrawal offrom my account while in my nearest branch that is not what i experienced at allafter speaking with the teller and providing my valid texas id she made me aware that i would need to sit down with stan the bank representative to get a temporary card that she was unable to do so as soon as he saw me i could see in his face that he was judging me immediately maybe my tattoos intimidated him not sure but i immediately felt uncomfortable he goes on to pull up my account and i verify my information to a t he begins to question me about my id saying that the id number does not match whats on file i begin to explain its because that is my dl number which i verified without even seeing it he then says whats the difference and i respond a drivers license is for driving and your id is for identification he becomes more suspicious calls customer service and ask if he can issue a temporary id and for whatever reason he made up i would have to come back tomorrow to get onethe lack of eye contact and body language said enough i still kept my composure im now back with the teller getting my receipt and withdrawal i never received initially when i walked in the bank from aisha stan is now calling me back to his desk to sign a document to protect my identity because i initially opened my account online which is fine but i knew that wasnt his genuine intent i leave the branch feeling uncomfortable i call customer service to have reassurance everything that transpired was routine she then advised me signing the document was but i shouldnt have had a problem with using a id instead of my dlas long as it was valid with a pictureno more thanminutes later i received a call from stan the number is not saved and it is a local area code so i dont think much of it but i didnt expect it to be stan i disconnect the call im now trying to calm down because i knew the entire time i was in the branch stan was judging me and literally did not believe i was who i was saying i was even though having valid proof yet still keeping my composure i honestly was shocked that this man called my phone even after the fact with that even more awkward conversation i call backminutes later and speak with the branch manager ashley who made up at leastreasons why they took so much precaution for me to simply get a temporary card and withdrawal my id number didnt match my dl number but they never asked for my dl to even verifytheyve been having a lot of fraud going on but two other caucasians walked in and made withdrawals with no issuetheyve never seen me at their branch absolutely ridiculous i guess new customers arent welcome my account was openeddays ago and i never made a deposit didnt know there was a timeframe to do as i please with my income etc etcive already called corporate and filed a complaint and definitely will take further action my experience was superficialracial bias i have never experienced anything like that in my life you would have thought i was attempting to withdrawal thousands of dollars and it was for awithdrawal and a temporary debit card the only person i spoke with that was genuine was gina at corporate and hearing my experience i could hear in her voice how shocked she was and even starting i shouldnt have had a issue with my valid tx id i wouldnt recommend this bank to my worst enemy i will be withdrawing my funds and closing the account i must add my direct deposit was from state farm my employer a nationwide company that is beyond easily verifiableview more","joy","neutral"
"never ever deal with this bank worse experience ever bbt bank is the worst bank i have ever worked with in my life i would never recommend to anyone to waste their time and do any business with bbt i was a client of citibank and after bbt acquired citi in dallas i automatically became a client of this low grade bank i have a startup company and just recently i was chargedin overdraft fees for processingtwo dollars our developer was testing our software using our bbt debit card by makingcents transactions and for some reason we didnt know that there was no money on our card so bbt charged usfees just for processingmost banks best practices at least have a limit on number of overdraft fees that they can charge per day bbt charged ustimes in one hour most banks will send you sms when there is no money on your account bbt will never do that because the way they make money is not by creating added value and serving their clients by providing new innovative services etc but just by robbing their clients in hidden fees and by using poor practices and after theyll just refer you to their stupid policies this is the most mediocre bank with incompetent staff working there it looks like worst performers that were fired by all other banks are working at bbti was so disappointed and i couldnt sleep fordays because of this situation i almost lost my business because i planned to pay thosefees for our hosting facility fees and this bank just took those money from our account as overdraft fees i called branch and as always they were useless so i called to chairman line that branch manager gave me their phone number isand i got same lame mediocre response because of our policies there is nothing that we can do they dont care about their clients and their feedback i paid overin fees to this bank for the past few years because we were sending a lot of wires etc and now this is the way how they treated me bbts reviews all over the internet are less thanstar and their management and ceo doesnt give aabout it how their ceo even has this job that guy is useless he is so busy that he cant go and read reviews of his bank he doesnt realize that he and his team are making their salaries because of their clients that are posting reviews on sites like this one and they dont care about itthis bank is the worst thing that ever happened to me as a startup founder and i would never recommend to anyone to spend even one minute to deal with bbt everything about this bank is horrible mediocre and substandard their customer support sucks sometimes they wont even respond to your emails because they know that nothing will happen to them because there is no performance review or controlling procedures everything is so complicated dumb and unsatisfactory please dont make same mistake dealing with this lowgrade beneath standard bankview more","joy","negative"
"i wish i had known what a terrible terrible company this is we financed our load w what we thought was a reputable company only to have it close and our loan was sold to bbt they have done nothing but steal money from us they bought us insurance even when we already had insurance and then refused to give it back stating its no longer in our account however they cant seem to find the missing money ofeither they raise our payment yearly due to change in escrow but no matter when we call our escrow is always in the negative always this company is stealing hard working peoples money everyday i just called and my balance according to the automatic line is in excess ofhowever when i spoke w an account manager once again our escrow account has a negative balance really she did offer to change the payment uhhh nooo thanks i got a pay off balance today and will seek another institution for financing this is the last year they will steal our money thieves please do not finance with them leave from us so that our situation can help at least one personview more","joy","negative"
"i have been a financial adviser and a banker foryears and i have worked for wachovia bank of america and wells fargo a year ago i purchased a new house with a cash transaction after i closed on the house with a cash purchase i decided to obtain a home equity line so i can have access to the equity at that time bbt had a promotion on equity lines and the rate offered was significantly lower than wells fargos the house appraisedand i obtained a line fori had purchased a homeowners insurance policy and a flood policy i noticed bbt has an insurance department and they tried to sell me insurance crossselling but i used my agenton the nd year i realized that fema has updated the flood map and my house was now on a gray area i appealed to fema and did not renew the flood policy i informed bbt of my appeal i received soon after a letter from bbt notifying me that they purchase a flood policy on my behalf unless they receive proof from fema that the house is no longer in a flood zone i contacted them and asked for a little more time since fema is very slow acting organization they said ok but they forced a policy on me anyway the cost of that policy is when i found out i immediately contacted my agent and obtained a new flood at a cost offor the year bbt charged a policy with amarkup they are basically crooks forcing policies on their clients with an astronomical markup when they received proof of my flood coverage they were forced to drop their flood policy but they now insist that i owe themfor the past month july they even commingled that amount with the monthly premium so i will not be able to see it as a separate expense they are very unethical and sneaky do not do business with bbtview more","unknown","neutral"
"we openedaccount in june in lakeland florida i had a personal account and a joint business account and my husband also had a personal and business accountaltogether alisha was the person who helped me open my account because she helped my husband open hisaccounts so when we had to add my husband to the business acct since he wasnt available to come with me at the time she wouldnt add him she had to come to our place of business to add him which seemed odd well it was because she needed my approval to add him still no bells at this time well this woman is something else i am going make this short because its a long storyafter adding him to the acct she never ordered his debit card so after a couple of weeks with no debit card he went into the branch and spoke to samuel who said he didnt see where a debit card was requested so he took off that for him and then my husband had issues linking his personal with the business account like i could we went into different branches and asked about how to get it taken care of and each time we were told they would put in a request to allow him to link the accounts after a month we go back to our branch and speak to katie she finally advised he couldnt link them but he could because alisha opened the business account using my social security number i said that shouldnt be like that it should have been opened under the feini go on aday vacation and while im away my husband goes back in to talk to katie and tell her that we have to open another business account the correct way and he was informed that the bank was closing allaccounts that he would receive a letter and he hasdays after receiving the letter to either come get the money left in the account or he will receive a checki get a text from my husband saying bbt is closing all of our accounts i am like what when i call katie she trying to be all professional not friendly like was in the past i said to her my husband text me and said you were closing our accounts and asked her why her response was shes not getting in the middle of it and our accounts are closing i asked her in the middle of what she wouldnt answer me she just said the bank decided to close our accounts and they didnt want to deal with people like us wtf i said i am out of the country i get a text from my husband saying youre closing my account and you cant give me a reason no she couldnt why because they screwed up and didnt want to have to fix it or admit to itwe had just opened our accounts there no overdrafts had what we thought a great relationship since we went in there everyday to make deposits only to be treated like the plague literally i even called the customer service number and from what that csr said they wouldnt give her any info either i am so bewildered at why they just decided to up and close allof our accounts but after reading all the comments below i can see they are unethical place to work with so now i dont want to do business with a bank that has no business dealing the publicfor those of you who want to take it further you can write the better business bureau and the federal reserve i would definitely write the federal reserve if you are deputing money issues they are very good about following up and investigating the issue i give bbt zero stars and the razzy award for being the worst bank of all timeview more","joy","neutral"
"when bbt sends you a new credit card make sure you download the transactions from the old cc before installing the new one that is if you want to export the file to a spreadsheet for manipulation bbt claims they can only send the old cc file in pdf form that means you have to itemize each line on a statement in pdf form and add and subtract the totals a two step process through pages of charges if you use the cc often i asked if they could load the old cc card into my account file a day or so so i could import the file to a spreadsheet nope no can do the old cc transactions were only one year oldadsbygooglewindowadsbygooglepushparams googleadchannel googleadclient capubgoogleadtype textgoogleoverrideformat truegooglecolorlink bagooglecolortext googlecolorbg fffgooglecolorurl","unknown","negative"
"i was a client at national penn bank where i was totally satisfied foryears bbt buys them out and my life has become a nightmare i moved shortly before the takeover i had successfully changed my address at national penn bank however bbt must have pulled records way before the merge was official consequently bbt mailed all the start up info documents cards etc to the old address guess what the new document envelopes read not to forward so all this info and debit card was returned to bbt now i dont know i am missing this info because they sure dont contact you to let you know the documents have been returned next thing i know i cant access my money i lost over an hour of pay to go to the branch nearby me at work the representative gave me a temporary card and assured me she would get back to me that day with explanations and would get a real card out to me asap of course she never called backi called backbusiness days later her excuse was that they were busy it took hours to get the situation resolved last week i tried to make a purchase online and my debit card was rejected i called the same branch of the bank and they assured me everything was fine i was indeed able to make a couple purchases over the nextdays then on the third day my card is rejected and i am stranded trying to make a purchase i called thenumber and eventually a rep tells me my card has a systematic block i asked her to explain and she couldnt i asked to speak to a manager and she refusedthere is plenty of money in the account there is no message in my online account and once again i am left with no access to my money no one apologizes i call and am told i probably used the wrong zip code to make my purchase i never even had to enter a zip code i tried two separate atm machines on the way home and they also will not dispense any money but again i am told everything is fine probably just a glitch i plan on moving my accounts bbt has blatant disregard for their customersview moreadsbygooglewindowadsbygooglepushparams googleadchannel googleadclient capubgoogleadtype textgoogleoverrideformat truegooglecolorlink bagooglecolortext googlecolorbg fffgooglecolorurl","joy","negative"
"my bbt card expires on augof this year i called last week to make sure they had ordered a new card to be sent to me and the woman i spoke with claimed she had no clue when it would be sent out because it wasnt in the system yet she also told me that when the card is about to expire bbt will automatically send out a new card before the month is over so that customers wont have to go without a card after it expires while waiting for the new cardi then still did not receive anything in the mail and i called this morning the woman i spoke with concluded that they had not scheduled a card to be sent to me at all yet i asked her why it wasnt automatically renewing and she did not know she said that she would send out a card today but it would takebusiness days to get to my mailbox meanwhile i would not have a card after two days until the new card arrived since it was expiring she informed me that i could go get a temporary card at a local bbtalthough i will have to go to a bbt today and take time out of work to do so i will not have to go without a debit card which is good news however the fact that i have to go do extra work to secure a temporary card and that bbt forgot about mailing me a new one that i could get in the mail before my older card expired seems like an unnecessary aggravation i expect my bank to work with me and send items out in a prompt timely manner and i am disappointed in bbt in this situationview moreadsbygooglewindowadsbygooglepushparams googleadchannel googleadclient capubgoogleadtype textgoogleoverrideformat truegooglecolorlink bagooglecolortext googlecolorbg fffgooglecolorurl","joy","neutral"
"after having all of our financial documents for overweeks we changed from a construction loan to ayear fixed loan i am the realtor and the client so i deal with mortgage companies every day after anotherweeks it was time to close our information had not yet been sent to underwriting once it was submitted to the underwriter in north carolina it was in what seemed to be a black hole we werent getting updates just a hohum were still waiting everyday waiting for a loan to close and move into our new housewhen loan companies have processorsunderwriting in different states they basically have their hands tied only use loan companies with in house processing after a voice message and a text to ask status we still had no information i called the branch vp and asked him to look into the situation he said he would call me back after he looked into the situation he never called me back our loan officer called left a nasty message saying i dont know what you think you would accomplish by calling him but it will do you no good she chuckledtimes on the message and had a condescending tone throughout the messagewe also plan to get a heloc loan but there is no way they will get any business from us also as an agent who recommends lenders everyday i will never recommend them we went with them due to a low interest rate offered but a low rate is not worth bad customer service we are well qualified for this loan and have an excellent credit rating so this is in no way is a reflection of not being a good candidate for a loan go anywhere elseview more","joy","neutral"
"do not ever bank with bbt please read all of the bad comments people have written about them i am sure they are true i have been with bbt over the pastyears i used to love them and now i despise them these people are liars and they are so greedy in mayi deposited a check on a friday it was supposed to be there saturday it wasnt and to my delight sarcasm my account was overdrawn i flew over to the bank on saturday extremely upset and was told that i was one of several customers whose check wasnt scanned through the night before this was at noon on saturday so i was told wait until pm today and we will fix everything first of all thats my money which should have been returned immediately so my check comes through minus the pending overdraft charges which i was told for four days straight we cant do anything about returning the over drafted items until everything posts by the time things were fixed i sat for a week without money and bills were late in being paid i called the corporate office and the gentleman i spoke to belittled me and said it wasnt his fault i didnt know how to manage my money oh really because your institution admitted they screwed up my check being deposited so how is that my fault we argued for almostminutes and even after almost two weeks of waiting i never recovered all overdraft fees thats bsbbt does not honor postdated checks a check i postdated for augustwas cashed on friday guess what my account is overdrawn imagine that i just called and bbt said they dont honor postdated checks which is because they used to bbt will get over on you and not give two hoots they are liars and will have every excuse in the book so be ready folks i have had fraudulent charges three times in the last five years and each time have had to close down an account and open up a new one please save yourself the hassle and frustrations i sincerely mean it do not bank with bbt they steal your money make up rules are rude and i wish they could be closed down read very carefully all of the reviews people arent just blowing smoke and i will be closing out my account this friday good riddance bbtview more","joy","negative"
"i went to the branch inlantana road florida the clerk is a liar bbt is the most unreliable bank crook not trusted bank i would refer anyone over they always mess it up with my money i deposited a check the clerk state your money should be clear indays in two days i check my account there was no money i went to the clerk nameshe is the one that deposit the check she said oh there is a hold until next week she lie to me she did not care about my need she said speak with my manager there is nothing i can do about that everyone else said the manager is too busy to speak to you today you are going to be waiting a long time until i started to get mad the manager came oh sorry there is nothing i can do","sadness","negative"
"i initially got my mortgage loan through my local first security bank whom i have been with overyears and truly love them but as most banks do they sold my loan off to bbt mortgage i have been mailing checks to the same post office box for several years during a rough patch i missed a mortgage payment probably making it up on the next month then making another substantial payment the following month just about the time i was going to call them and ask them why checks are not clearing i was stunned to find a pre foreclosure notice taped to my front door coming home from workupon contacting them customer service probably ask me where did you get that post office box address from because it does not belong to us shock i said are you kidding me please remember that i have been mailing checks to this post office box for almost two years to be told that it doesnt existyears later i have ownhouses and never had a problem ever with my mortgage until this one besides theres many astronomical fees for supposedly not sending payments which i always do in a traceable envelope just so that i know it got therebbt mortgages also charging me what they refer to as a reinstatement fee which is almostand it has refused to accept any of my mortgage payments unless i pay the reinstatement fee and the mortgage all at once for the single mom who raised two kids with almost no financial or emotional support i have worked too long and too hard to have my house taken from me by some shady company who tells meyears into a loan that suddenly now i dont know the post office box i should be mailing my checks doesnt exist and i can clearly to the simplest search find out that it isi contacted my local bank today and an advisement on how to handle the situation when i told them what they were doing they were stunned because not only have they handled my first mortgage handle my second mortgage and they handled this one except in this case bbt mortgage bought my loan i will tell you this much my bank was stunned at the amount for what they have never heard of as a reinstatement fee on top of all the other fees they were chargingjust as a warning lots of banks sell off your mortgage when you do your home loan do your homework read the reviews and never ever allow your mortgage to be sold off to bbt mortgage they are liars with double talk with a thug like mentality either one to get more money out of you or assume to steal your home i wish i had read the reviews on bbt before first security allow them to purchase my loan if i had i would have never allowed it and upon rereading reviews from everything from their banking services to loans this company is filled with monsters who i wonder how can they sleep at nightview more","joy","neutral"
